File,Bounds,Iterations,Agents,Best Params,Train RMSE,Test RMSE,Test RÂ²
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,5,[5.00000000e+01 2.89773945e-04 2.87459972e-04],0.09750965345073802,0.09482978175654522,0.7859897694787429
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,10,[20.          0.08478302  1.12478747],0.061678553829962623,0.08154177987703953,0.8417639597368253
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,15,[3.12197966e-01 5.82903090e-05 1.45210594e+00],0.04642968951523875,0.09120159845994207,0.8020525402067022
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,20,[5.9296423  0.01199647 0.43976347],0.04708193776262221,0.10380589486544924,0.7435580527295724
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,5,[0.2247583  0.02097442 0.46043349],0.06395616881491935,0.08747216541161304,0.8179105482524842
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,10,[8.00000000e+00 1.05895429e-04 4.67353517e-01],0.045382191059898866,0.10575434714929256,0.7338407955124038
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,15,[1.43009396e+00 7.27288314e-05 6.48207399e-01],0.04829913334205006,0.09276989299626243,0.7951862336174159
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,20,[8.67489913 0.01118158 0.23154345],0.05682017966981491,0.08780497322077227,0.8165223106116358
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,5,[2.66666667e+01 1.68739200e-02 1.68727226e-02],0.0701426637167031,0.0766690087728582,0.8601106250811235
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,10,[1.00000000e+01 1.06209374e-04 2.33174212e-01],0.05606519430746647,0.08707287999849518,0.8195691266436694
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,15,[7.32025705 0.02926349 0.22832774],0.05815914879892949,0.08459387525465345,0.8296967744222278
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,20,[4.12808436 0.0050296  0.43640512],0.04958079990290474,0.09585935596520204,0.7813174918338692
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,5,[1.54810630e+00 7.61849074e-05 6.38818735e-01],0.048139498306597556,0.09317692450774298,0.7933850341283504
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,10,[4.39836473e+00 8.59810246e-05 4.52923736e-01],0.04881911407593547,0.09564936543397869,0.7822745389118444
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,15,[1.14285714e+01 9.58819039e-05 2.28537908e-01],0.0560387748668283,0.08761025340471326,0.8173351831880875
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,20,[5.71428571e+01 2.37776132e-02 1.24820186e-02],0.06946420743429844,0.07535353096476592,0.8648698534251301
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,5,[55.45728371  0.08807113  0.42512207],0.05783896851377161,0.09947174087457296,0.7645251819222961
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,10,[2.74297875 0.01333107 0.45025787],0.05081339844120017,0.09525753423693598,0.7840547260886993
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,15,[18.62284674  0.02106719  0.17416158],0.05892162289025104,0.08428890933908399,0.8309224674540024
Location4_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,20,[0.80547075 0.0167818  0.97684517],0.04486558566256115,0.10244083491184001,0.7502581919965519
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,5,[2.19768796e+01 4.83848179e-06 3.77647617e-01],0.04566486599528344,0.10897376286135789,0.7173890874804206
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,10,[4.01180595e+00 1.02767344e-03 4.58884768e-01],0.04894822994100258,0.09555528101084476,0.7827026546574005
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,15,[2.31303737e+00 3.98119832e-06 5.46245095e-01],0.04841328677113774,0.09381733361708237,0.7905351263628826
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,20,[3.36028211e+02 1.16741705e-01 1.48469503e-05],0.1010941453856875,0.10179272594456217,0.7534082617634477
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,5,[2.40000000e+02 2.63602954e-03 2.63602954e-03],0.07192358352242964,0.07732996422045785,0.8576882853994808
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,10,[0.26564398 0.01115678 1.62973392],0.04545060133378292,0.09386419246906454,0.7903258316761602
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,15,[4.00000000e+02 3.85518036e-03 3.85518159e-03],0.07097440795924258,0.07711976260844916,0.8584609094438664
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,20,[1.05594853e+02 2.04394386e-02 9.49865994e-02],0.06150171293254091,0.07973430182183765,0.8487012206580894
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,5,[0.78841726 0.00490643 0.78209146],0.04886138972459625,0.09547490980875668,0.7830680369581713
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,10,[7.42608577e+00 9.84893328e-06 4.78450985e-01],0.04530364420321035,0.10581132339090811,0.7335539262415935
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,15,[3.08718405e-01 1.18893728e-05 1.45677429e+00],0.046440725628633724,0.0912937407235319,0.8016523599236751
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,20,[3.49916110e+00 7.91302922e-04 4.73244958e-01],0.04908693742598978,0.09525815410052915,0.784051915664306
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,5,[1.06756712e+01 1.10843989e-05 4.39954072e-01],0.045434225466524716,0.10672113792337529,0.7289521746205012
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,10,[5.71428571e+01 9.06550268e-03 1.47426171e-01],0.0581979124996679,0.08570637711198383,0.8251879734099562
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,15,[5.71428571e+01 9.18816477e-04 1.22144340e-01],0.06157461927381998,0.08341704926160294,0.8344021555530463
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,20,[4.92765233e-01 1.20530692e-05 1.02415314e+00],0.04814231342230556,0.0912782646137452,0.8017196019853101
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,5,[1.38910083 0.01462647 0.75112415],0.04560480585769749,0.10405820872417687,0.7423099060236418
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,10,[2.58428788e-01 8.18010538e-06 7.50259149e-01],0.05549515480560897,0.09251459097888735,0.7963119742233894
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,15,[1.66050719e+01 3.25066628e-04 1.99298026e-01],0.05694344540256564,0.08655284096297086,0.8217179219117586
Location4_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,20,[4.62166745e+00 1.31453373e-04 4.48941377e-01],0.04875729272953881,0.09590446559494886,0.7811116275664699
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,5,[0.90667632 0.03053888 0.0848476 ],0.07101914521762867,0.07936472303485263,0.8501005488575479
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,10,[3.84964774 0.01583664 0.3128757 ],0.055373319103523874,0.08701863053402052,0.819793886156247
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,15,[4.         0.01033049 0.4       ],0.05101327613860616,0.09513784494053125,0.7845970474994951
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,20,[4.         0.01994447 0.31218704],0.05534815047976468,0.08781262706154762,0.8164903222133766
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,5,[3.24004932e+00 3.04351870e-03 4.93236280e-01],0.048351830663360414,0.0961263536849108,0.7800975995384312
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,10,[0.78353223 0.02382626 0.1243014 ],0.07080249364299585,0.0806665206749858,0.8451426998847067
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,15,[1.84089922e+00 8.97692066e-04 5.76922300e-01],0.048741555373844656,0.09376208074712118,0.7907817785947022
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,20,[2.21309091e+00 7.67446806e-04 5.50887109e-01],0.04848593426589798,0.09401624024009929,0.7896459917879257
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,5,[4.58329977e+00 9.41495992e-04 4.48611099e-01],0.04871332392224215,0.09607998459730702,0.7803096998410635
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,10,[3.67369053 0.01141672 0.42019949],0.05047864359567192,0.09529415414240199,0.7838886622576733
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,15,[4.52603000e+00 7.35241627e-04 4.49589083e-01],0.048761512662693844,0.09600201286041894,0.7806661254535631
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,20,[2.81234656e+00 2.03208465e-03 5.66666667e-01],0.04684514276440069,0.097398940655373,0.7742366195074892
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,5,[2.90286707e+00 1.04643947e-03 5.91588369e-01],0.04588693645854243,0.09863756187181306,0.7684580479825605
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,10,[1.24587259 0.0029525  0.65714286],0.048641585903531064,0.0944000310147934,0.7879250825384964
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,15,[3.47331648 0.02398293 0.29145297],0.05708500912560961,0.08490490156494228,0.8284421644663956
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,20,[3.53825517e+00 2.98873683e-03 5.42857143e-01],0.04638270055409291,0.09951743763517898,0.7643087806019228
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",40,5,[5.30187996e+00 1.07493012e-01 9.71808328e-04],0.09981168369800256,0.1008079713321732,0.7581562976417581
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",40,10,[4.25000000e+00 3.82599749e-03 4.25000000e-01],0.04993286688433897,0.09460888974277211,0.7869856189258502
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",40,15,[9.25       0.02979254 0.21075845],0.05890710800224882,0.08438796698993244,0.830524828789041
Location4_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",40,20,[7.69728057 0.01062543 0.03165634],0.07139030418847758,0.0755782625696839,0.8640626371328237
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,5,[4.00000000e+01 1.78415178e-04 1.84862336e-04],0.09579498872549244,0.09752484674111865,0.8273830845920673
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,10,[30.         0.0697374  3.       ],0.056197449587921944,0.11443726486246746,0.7623226824854334
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,15,[3.00000000e+01 2.62355910e-02 2.83008498e-03],0.0900767459413293,0.11078739007005517,0.7772419223124402
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,20,[11.99695197  0.03915532  3.        ],0.03683528875538013,0.12427802746839998,0.7196881215222151
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,5,[3.20000000e+01 4.44468002e-03 5.99734700e-03],0.09104279214619895,0.1148498477609927,0.7606057877591679
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,10,[6.08473666 0.02920216 0.00690399],0.08995388571102868,0.11062715428153584,0.7778858223732577
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,15,[0.0507061  0.00035816 0.1216803 ],0.11493094673444419,0.14428240865141406,0.6221846780681987
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,20,[2.40000000e+01 6.32940007e-03 6.22004807e-03],0.09106906536242702,0.11545827885779497,0.7580626290482766
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,5,[0.49169964 0.01540735 0.66666667],0.07824617778566546,0.10378449005616719,0.8045130772587985
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,10,[0.28546748 0.00488598 0.01727342],0.09417543556365147,0.11439967247965172,0.7624788097605347
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,15,[2.66666667e+01 5.79519665e-03 6.33058036e-03],0.09135802303209095,0.11590129521464389,0.7562024273517498
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,20,[2.00000000e+01 6.45633464e-03 6.45633464e-03],0.09109039986167486,0.11571717436373256,0.7569764059638495
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,5,[2.28571429e+01 1.34931237e-03 1.34931237e-03],0.09052686732839829,0.10295175353403332,0.8076375520991876
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,10,[7.16446650e+01 6.41503178e-04 6.41503178e-04],0.09152054017709027,0.09902091789481132,0.8220464343870428
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,15,[7.63630826e+01 2.67811902e-02 1.34012118e-04],0.09614304867789511,0.10041083278555465,0.8170156545912205
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,20,[2.57142857e+01 5.06129085e-03 6.35451788e-03],0.09114838527196319,0.11536648600677316,0.7584471712950762
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,5,[7.25000000e+01 6.41138614e-04 6.41157708e-04],0.09150035042748113,0.09905246827154188,0.8219330159980651
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,10,[7.00000000e+01 1.57139654e-04 6.59250191e-04],0.09143071624016447,0.09913646076817127,0.821630900725621
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,15,[1.09435988e+01 2.32657968e-02 5.56889337e-03],0.09008129917683615,0.1130779413234518,0.7679355664566584
Location4_daytime_week2.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,20,[2.75000000e+01 1.25753534e-03 7.43110773e-03],0.09134101799602465,0.11520905627061456,0.7591059701035143
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,5,[3.10970425e+01 5.08932569e-03 1.23963133e+01],0.005027878343200344,0.15855545087323591,0.5437371041455863
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,10,[4.11226873e-01 4.02185586e-05 1.02487008e-01],0.0916235864724984,0.12005045090819573,0.7384345427064478
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,15,[5.34814168e+02 1.38588911e-05 1.38588911e-05],0.09600622729303207,0.09628395631246311,0.8317478382018427
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,20,[2.00000000e+02 3.96647945e-04 3.96647945e-04],0.09127362256459738,0.09952501157675629,0.8202299777252089
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,5,[3.46638882e+02 2.48022874e-05 2.48022874e-05],0.09600268689900651,0.09649141265813699,0.8310220146349303
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,10,[5.60000000e+02 1.53277848e-05 1.53277848e-05],0.09601600796250778,0.0964660307784795,0.8311109016077161
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,15,[3.60000000e+02 1.14982549e-03 1.53053951e-03],0.09252717163675106,0.12182511896620497,0.7306441036077027
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,20,[2.00000000e+02 3.86164873e-05 1.93530319e-03],0.09287929146737998,0.12254325985200687,0.7274591181085024
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,5,[2.15010101e-01 4.73676633e-06 1.36682074e-02],0.09512616772850678,0.11266559350657009,0.7696249638489898
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,10,[4.42873502e+02 2.06445381e-02 1.24471953e-05],0.09685230484776541,0.10166765118809484,0.812406243899464
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,15,[7.94043391e+02 9.95181612e-06 9.95181612e-06],0.09601091236170006,0.09615826059615841,0.8321868474075653
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,20,[1.77265834e+02 6.79999934e-06 2.36988299e-03],0.09272112324306149,0.12263106887495358,0.7270683969424444
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,5,[0.07304763 0.00036476 0.05296941],0.10442435940020295,0.13243029918240157,0.6817066837571522
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,10,[5.42857143e+02 1.90708620e-05 1.88160117e-05],0.09598935832375771,0.0963185784126864,0.8316268151204964
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,15,[6.85714286e+02 1.15178956e-05 1.15178956e-05],0.09602520691158985,0.09614506008085029,0.8322329187076138
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,20,[2.01712143e-01 3.68203949e-05 3.57317755e-02],0.09595738405642416,0.11948752962627415,0.7408817730592538
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,5,[1.22470987e-03 1.40000189e-01 1.22470987e-05],0.18993690010085088,0.24469802510936092,-0.08671015960009365
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,10,[2.62799891e+01 2.33270924e-02 3.86632364e-03],0.09000166200460719,0.11388397775979119,0.7646153953342384
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,15,[3.79738485e-01 1.66188357e-05 2.73634465e-02],0.09323613580228428,0.11822367214305358,0.7463343342809527
Location4_daytime_week2.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,20,[1.91017801e-01 7.89631552e-06 4.37991845e-02],0.09697723620564333,0.12146557953346472,0.7322316441785981
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,5,[0.21810798 0.01357574 0.03313336],0.09500854558252457,0.11887010979503883,0.7435527027086292
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,10,[0.53916601 0.05103372 0.00801837],0.09705171371887454,0.11279271641961436,0.7691047967466033
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,15,[2.53532396e+00 7.24164591e-04 1.79262089e-02],0.09191702595731219,0.1184038316648974,0.7455606295693471
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,20,[0.19336571 0.01948849 0.03637014],0.09570685802742321,0.11968717968754007,0.740015135511422
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,5,[0.23771537 0.01969799 0.02479836],0.09368935824589021,0.11625349467970883,0.7547184777919685
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,10,[2.43528882 0.00635962 0.01619631],0.09193007380520346,0.11879001268719011,0.7438981851263184
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,15,[0.21470697 0.01683377 0.02663094],0.09472645135048072,0.11718190423844621,0.7507851592766219
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,20,[6.33407085e+00 5.08346933e-03 1.11328194e-02],0.09167249833807826,0.11677756396379509,0.7525020411916771
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,5,[5.66666667 0.01006175 0.01006175],0.0911743134122488,0.11556840070226188,0.7576008987091731
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,10,[3.91529875e+00 3.99585823e-02 8.98323501e-04],0.0980011118630361,0.10890250346645665,0.7847572531700713
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,15,[7.66666667e+00 3.00810508e-02 5.15682606e-03],0.09012473343342986,0.1096470354792877,0.7818040993448516
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,20,[8.00000000e+00 2.93450903e-02 5.32271311e-03],0.09010536077865988,0.11006032754150435,0.7801561097150911
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,5,[5.90481661e+00 9.50358818e-04 1.23615317e-02],0.0915702629999943,0.11660587061437283,0.7532292787474955
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,10,[0.19217664 0.01459387 0.02579184],0.09558754240667389,0.11706627881610367,0.7512767258710937
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,15,[8.57142857e+00 4.71653047e-03 1.02322040e-02],0.09166793907097004,0.11734647480399166,0.7500846718211929
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",35,20,[8.85714286e+00 7.14790781e-03 9.07339648e-03],0.09143184229380391,0.11638038344501676,0.7541827441356592
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",40,5,[0.17324742 0.025      0.02640638],0.09619074218586265,0.11684542696801058,0.7522143003830399
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",40,10,[4.27955832 0.01219215 0.01086568],0.09083948541370072,0.11536313627530076,0.7584611983386951
Location4_daytime_week2.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",40,15,[0.25252361 0.00094057 0.01172   ],0.09497242759850628,0.11178415866219482,0.7732155234793325
